OBJECTID,Site Name,Address,NPL Status,Site type category,Site type subcategory,Enforcement agreement type,Agreement approval date,Money paid to EPA to do additional cleanup work,Reimbursable Past Costs to EPA,Est. Value of Cleanup Work,Work Party(ies),Type of cleanup work,Link to site profile page,x,y
122,Gems Landfill,"Erial & Hickstown Roads, Gloucester Township, NJ, 08012",Final,Waste Management,Industrial waste landfill,Consent Decree,6/27/1997,,3275000,20600000,"A&B Drum Company<br>A. Marianni's Sons, Inc.<br>A.E. Staley Manufacturing Company<br>A.J. Mitchell, DBA Mitchell's Waste Removal<br>A.L. Hyde Company<br>ABC Detachable Container Inc.<br>Ace Service Corporation<br>Air Products & Chemicals, Inc.<br>Albanil Dyestuff Corporation<br>Albert Brewin<br>Alice Brenner<br>Amerada Hess Corporation<br>American Inks & Coatings Corp.<br>American National Can Company<br>American Packaging Corporation<br>American Waste Removal, Inc.<br>Ancora Psychiatric Hospital<br>Arsynco, Inc.<br>Arthur J. Ogren, Inc.<br>Asbury Park Board of Education<br>Ashland Inc.<br>AT&T<br>Atlantic Carting Corporation<br>Atlantic City, City of<br>Atlantic Disposal Service, Inc.<br>Audubon Board of Education<br>Audubon Mutual Housing Corp.<br>Audubon Park Board of Education<br>Audubon, Borough of<br>Bell Atlantic-Pennsylvania, Inc.<br>Bellmawr, Borough of<br>Berlin, Borough of<br>Bernhard Brenner<br>Beverly City Board of Education<br>Borden, Inc.<br>Bordentown Regional School District<br>BP America Inc.<br>Breyers Ice Cream/Kraft Foods, Inc.<br>Bridgestone/Firestone, Inc.<br>Bridgeton Board of Education<br>Bristol-Myers Squibb Co.&E.R. Squibb & Sons, Inc.<br>Brooklawn, Borough of<br>Browning-Ferris Industries, Inc.<br>Bundy Corporation<br>Burlington, County of<br>Callery Chemical/Mine Safety Appliances Co.<br>Camden, City of<br>Camden, County of<br>CBS, Inc.<br>Central Boiler Repair Company, Inc.<br>Central Jersey Disposal., Inc.<br>Certainteed Corporation<br>Charles W. Castner<br>Chemical Leaman Tank Lines, Inc.<br>Cherry Hill Township Board of Education<br>Cherry Hill, Township<br>Chesilhurst, Borough of<br>Chester Hide & Skin Corp.<br>Chevron U.S.A. Inc. & Kewanee Industries, Inc.<br>Chicago Bridge & Iron Company<br>Chrysler Corporation<br>Cinnaminson Board of Education<br>Clayton, Borough of<br>Clementon, Borough of<br>Clifton Adhesives, Inc.<br>Collingswood, Borough of<br>Colonial Heights Packaging Inc.<br>Crispin Brothers Rubbish Removal<br>Croda Inks Corporation<br>Cumberland County Medical Center<br>Daeche & Co., Inc.<br>Dairy Pak<br>Dan Bittner, Inc. &  Dan Bittner<br>Delaware, County of<br>Deptford Board of Education<br>Desoto, Inc.<br>Dock Resins<br>Dolan Demolition Contractors, Inc.<br>East Windsor Regional School Board<br>Elf Atochem North America, Inc.<br>Elk Board of Education<br>Esschem, Inc.<br>Evesham Township Board of Education<br>Exide Corporation<br>F.H. Carting Company, Inc./Frederick G. Harrison<br>Food Haulers, Inc.<br>Frank Kanopka/Richards Rubbish Removal<br>Frank Kull, Inc.<br>Fred Heinzelman & Sons, Inc.<br>General Electric Company & Radio Corp. of America<br>General Metalcraft, Inc.<br>Geppert Bros., Inc.<br>Gibbsboro Board of Education<br>Gibbsboro, Borough of<br>Gilbert Spruance<br>Gimbels Bros., Inc. (Batus, Inc.)<br>Glassboro Board of Education<br>Globe Disposal Company, Inc./Ogden Waste Removal C<br>Gloucester Township Mua<br>Gold Cooperage, T/A Prospect Industries<br>Grill Corp.<br>Gus Bittner, Inc. & Gus Bittner<br>H.J. Homan Company, Inc.<br>Haddon Heights, Borough of<br>Haddonfield Board of Education<br>Haddonfield, Borough of<br>Haines & Kibblehouse<br>Hamilton Township Board of Education<br>Hamilton, Township<br>Hammonton, Town of<br>Harrison Board of Education<br>Hatco Corporation<br>Haulroads, Inc.<br>Hercules Inc.<br>Herman Liedtka, Inc.<br>Hi-Nella, Borough of<br>Highland Park Board of Education<br>Hoffman-La Roche Inc.<br>International Flavors & Fragrances<br>John Harrington<br>Jones & Johnson Enterprises, Inc./Disposal Corp. of<br>Kasper Brothers Inc.<br>Kerr Group, Inc.<br>Kirschner Brothers Oil Co.<br>KTK Steel Drum Corp.<br>Laurel Springs, Borough of<br>Lawnside Board of Education<br>Lawnside, Borough of<br>Lawrence Township Board of Education<br>Lindenwold, Borough of<br>Louderback Transportation Company<br>M.A. Bruder & Sons, Inc.<br>Magid Corp.<br>Mallinckrodt Baker, Inc.<br>Mannington Board of Education<br>Mannington Resilient Floors<br>Manor Care, Inc.<br>Mantua, Township of<br>Maple Shade Board of Education<br>Maple Shade, Township of<br>Marilyn Clyde, T/A Garden State Removal Co.<br>Marisol, Inc.<br>Matlack, Inc.<br>McCorquodale Color Card, Inc.<br>Medford Lakes Board of Education<br>Merck & Co., Inc.<br>Michael's Industrial Disposal<br>Middle Township Board of Education<br>Mike Spano & Sons<br>Millville City Board of Education<br>Mobil Oil Corp.<br>Mobile Dredging & Pumping Co.<br>Modern Way Refuse Container Service, Inc.<br>Monmouth, County of<br>Monsanto Company<br>Moore Products Co.<br>Moorestown Board Education<br>Moorestown, Township of<br>Mount Laurel Board of Education<br>Mt. Ephraim, Borough of<br>N. Bantivoglio's Sons, Inc.<br>National Vulcanized Fibers<br>New Deal Lumber & Millwork Co., Inc. of NJ<br>New Jersey, Turnpike Authority<br>New York Twist Drill/Drico, Inc.<br>News America Publications, Inc.<br>North Wildwood Board of Education<br>Northeast Disposal Co. Inc.<br>Oaklyn Board of Education<br>Oaklyn, Borough of<br>Occidental Chemical Corp.<br>Ocean, County of<br>Orville Reagle<br>Palmyra, Borough of<br>Paul C. Murphy, Inc.<br>Paulsboro Board of Education<br>Paulsboro, Borough of<br>PECO Energy Company<br>Penn Petroleum Products<br>Pennsauken Board of Education<br>Perth Amboy Board of Education<br>Perth Amboy, City of<br>Pfizer<br>Philadelphia Newspapers, Inc.<br>Pine Hill Board of Education<br>Pine Hill Borough<br>Pitman Board of Education<br>Pitman, Borough of<br>Princeton Regional Schools<br>Public Service Electric & Gas Company<br>R. Fanelle's Sons AKA R. Fanelle's Sons Inc.<br>Reagent Chemical & Research, Inc.<br>Reimer Sanitary Rubbish Removal/William Reimer<br>Reliance Insurance Company<br>Rhone-Poulenc Inc.<br>Richard N. Alburger<br>Riverside Board of Education<br>Robert Hargrove Enterprises<br>Robert Hawthorne, Inc.<br>Rollins Environmental Services (NJ) Inc.<br>Rowan College of New Jersey FKA Glassboro State Co<br>Runnemede, Borough of<br>Salem City of Board of Education<br>Samuel H. Jones, Jr. T/A S-J Transportation Co.<br>Sandoz Chemicals Corp.<br>Sears, Roebuck and Co.<br>Sequa Corporation<br>Sherwin-Williams Co.<br>Shrewsbury Board of Education<br>Simon Wrecking Co., Inc.<br>Somerdale, Borough of<br>Son Don, Inc.<br>Springfield Board of Education<br>Stafford Board of Education<br>Stratford, Borough of<br>Stuart A. Cathcart T/A William A Cathcart & Son<br>Swedesboro, Borough of<br>Teaneck Board of Education<br>Texaco, Inc.<br>The College of New Jersey (FKA Trenton St College)<br>The Hospital of The Philadelphia College of Osteop<br>Thomas M. Durkin & Sons, Inc.<br>Trenton Psychiatric Hospital<br>Tyco Industries, Inc.<br>Unisys Corp.<br>Upper Darby, Township of<br>Upper Deerfield Board of Education<br>V. Ponte & Sons Inc.<br>Victory Brick & Block<br>Vineland Chemical Co., Inc.<br>Vineland, City of<br>Voorhees, Township of<br>W. Hargrove Demolition Co.<br>W.R. Grace & Co. Conn.<br>Washington Township of<br>Waste Management, Inc.<br>Waszen Container Service<br>Waterford, Township of<br>Wenonah, Borough of<br>West Windsor Board of Education<br>Westinghouse Electric Corp.<br>Weyerhaeuser Company<br>Wharton Board of Education<br>Wildwood, City of<br>William D. Wynne Contractors, Inc.<br>William Lawrenson/William Lawrenson, Jr. Inc.<br>William Pecarsky Co.<br>Willingboro Board of Education<br>Witco Corporation<br>Woodbury Board of Education<br>Woodbury Heights, Borough of<br>Woodlynne Board of Education<br>Woodlynne, Borough of<br>Wyeth Laboratories, Inc.",PRP Remedial Action,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200627,-8351064.523357106,4833944.1243085265
123,Malta Rocket Fuel Area,"Plains Rd, Malta, NY, 12020",Final,Other,"Research, development, and testing facility",Consent Decree,3/16/1998,,1167652.53,295000,Curtis Wright Corporation,"PRP Remedial Design, PRP Remedial Action, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202084,-8210739.848681718,5306476.998734549
124,Olean Well Field,"Lauren St, Olean, NY, 14760",Final,Other,Ground water plume site with no identifiable source,Consent Decree,3/17/1998,,350000,225000,Aluminum Company of America<br>Chief Executive Officer<br>Chief Executive Officer<br>McGraw Edison Co.<br>US. Joan Praeger<br>W.R Case & Sons Cutlery Co.,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201877,-8727973.394869694,5171386.751478762
125,Olean Well Field,"Lauren St, Olean, NY, 14760",Final,Other,Ground water plume site with no identifiable source,Consent Decree,3/18/1998,,350000,225000,AVX Corp.,"PRP Remedial Investigation/Feasibility Study, PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201877,-8727973.394869694,5171386.751478762
126,Pollution Abatement Services,"55 Seneca St, Oswego, NY, 13126",Final,Waste Management,Industrial waste facility (non-generator),Consent Decree,8/10/1998,18005,963300,254000,"930 Lindberg Heat Treating Co.<br>A R Gundry, Inc.<br>Agway Inc.<br>Agway Petroleum Corporation<br>American Can Co.<br>American Standard, Inc.<br>AMF Inc.<br>Amoco Oil Co. FKA American Oil Co.<br>ARCO Environmental Remediation L.L.C.<br>Azon Corporation<br>Bayer Corporation/Harmon Colors/Mobay<br>BCE Holdings Inc./21% Successor to Case Hoyt Corp.<br>Boise Cascade Corporation<br>Breneman/Albany International<br>Camden Wire<br>Carrier Corporation<br>CECOS International, Inc.<br>Champion International Corp.<br>Chemcoat, Inc.<br>Chevron U.S.A. Inc. For Gulf Oil Corporation<br>Cities Service (Oxy USA Inc.)/Occidental<br>Cooper Industries, Inc.<br>Crucible Materials Corporation/Colt Industries<br>Del-Met Corporation<br>Duso Chemical Company Incorporated<br>E. I. du Pont de Nemours and Company<br>Eichleay Corporation<br>Elf Atochem North America<br>EP Sub Inc./79% Successor to Case Hoyt Corporation<br>EPEC Oil Company/Tenneco<br>Farrel/Black & Decker<br>Floquil Polly S Color Corp. Inc.<br>Getty Oil<br>Hasbro, Inc.<br>Ingersoll-Rand Company<br>Jones Chemicals, Inc.<br>Labelon Corp.<br>M. Wile & Company<br>Masonite Corporation/Stecher-Traung-Schmidt<br>Matlock, Inc.<br>Minnesota Mining and Manufacturing Company<br>Mohawk Data Sciences<br>Nabisco, Inc./Planters/Life Savers<br>NEPCO Energy Corporation<br>New Coleman Holdings, Inc./Crosman Corporation<br>New Cut, Inc.<br>Noco Energy Corp./R.B. Newman Fuel Co.<br>Pfizer, Inc.<br>Phillips Petroleum Company<br>Purolater Products, Inc.<br>Rochester Gas & Electric Corporation<br>Rotron, Inc.<br>Sealright Co.<br>Sequa Corporation<br>Shell Oil<br>Sonoco Engraph Inc.<br>Standex International<br>State University of New York<br>Sun Company Inc. (R&M)<br>Texaco Inc.<br>The Dow Chemical Company<br>The University of Rochester<br>U.S. Department of The Air Force<br>U.S. Department of Veteran's Affairs<br>Union Carbide Corporation<br>United Refining Company of Pennsylvania<br>W.R. Grace & Co.<br>Conn., Obo Evans Chemetics<br>Wilson Sporting Goods Co.<br>Winthrop/Sterling Drug<br>Xerox Corporation","Groundwater Monitoring, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201196,-8514085.46109339,5383786.469627546
127,"Chemical Leaman Tank Lines, Inc.","Cedar Swamp & Cooper Rds, Bridgeport, NJ, 08014",Final,Other,"Transportation (e.g., railroad yards, airport, barge docking site)",Unilateral Administrative Order,9/29/1998,,,8000000,"Chemical Leaman Tank Lines, Inc.","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200327,-8386006.820961189,4836679.421643871
128,Volney Municipal Landfill,"Silk Road, Town of Volney, NY, 13069",Final,Waste Management,Co-disposal landfill (municipal and industrial),Consent Decree,10/9/1998,,2083082,7000000,County of Oswego New York,"PRP Remedial Design, PRP Remedial Action, PRP Long Term Response Action, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201836,-8502490.200293379,5367013.250270355
129,"Robintech, Inc./National Pipe Co.","3421 Old Vestal Road, Town of Vestal, NY, 13850",Final,Waste Management,Industrial waste facility (non-generator),Consent Decree,10/27/1998,,554115.82,3000000,"BFX Hospitality Group, Inc.<br>Electro-Mech, Inc.","PRP Remedial Investigation/Feasibility Study, PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201452,-8459413.0082606,5176705.930261736
130,Pollution Abatement Services,"55 Seneca St, Oswego, NY, 13126",Final,Waste Management,Industrial waste facility (non-generator),Consent Decree,2/25/1999,,12001.59,254400,Niagara Mohawk Power Company,"Groundwater Monitoring, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201196,-8514085.46109339,5383786.469627546
131,NL Industries,"Penns Grove-Pedricktown Road, Pedricktown (Oldmans Town), NJ, 08067",Final,Recycling,Batteries/scrap metals/secondary smelting/precious metal recovery,Consent Decree,4/1/1999,,1958886,21000000,,"PRP Remedial Action, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200390,-8396241.312305745,4830846.398537887
132,Rosen Brothers Scrap Yard/Dump,"Pendelton St., Cortland, NY, 13045",Final,Multiple,Multiple,Consent Decree,5/28/1999,125359,924918,3100000,"Agway Petroleum Corporation<br>BMC Industries, Inc.<br>Cooper Industries. LLC<br>Elf Atochem North America Inc.<br>Keystone Consolidated Industries, Inc.<br>Mack Truck Inc.<br>Monarch Machine Tool Co.<br>New York State Electric & Gas Corp<br>Niagara Mohawk Power Company<br>Overhead Door<br>Pall Trinity Micro Corp<br>Potter Paint Co.<br>Raymond Inc.<br>Redding-Hunter Inc.<br>Wilson Sporting Goods Co","PRP Remedial Design, PRP Remedial Action, PRP Long Term Response Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202609,-8479793.491954526,5250024.797401038
133,Richardson Hill Road Landfill/Pond,"Richardson Hill Rd, Sidney Center, NY, 13839",Final,Waste Management,Industrial waste facility (non-generator),Consent Decree,6/4/1999,,191364,13864000,Allied Signal<br>Amphenol Corporation,"PRP Remedial Design, PRP Remedial Design, PRP Remedial Action, PRP Remedial Action, PRP Remedial Action, PRP Long Term Response Action, Removal Assessment",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201770,-8376699.175696979,5198920.344428049
134,Hooker (102nd Street),"102 St, Niagara Falls, NY, 14304",Deleted,Waste Management,Industrial waste landfill,Consent Decree,9/27/1999,,7389412,3540000,Occidental Chemical Corporation<br>Olin Corp.,"PRP Remedial Design, PRP Remedial Design, PRP Remedial Action, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201706,-8787807.621171083,5322675.457325446
135,"Curcio Scrap Metal, Inc.","416 Lanza Ave, Saddle Brook Twp, NJ, 07662",Final,Recycling,Batteries/scrap metals/secondary smelting/precious metal recovery,Administrative Order on Consent,9/29/1999,,11917.03,350000,Consolidated Edison Co. of NY Inc.,Groundwater Monitoring,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200273,-8249163.8859993415,4996233.281532621
136,Route 561 Dump,"Route 561, Gibbsboro, NJ, 08026",Proposed,Waste Management,Industrial waste facility (non-generator),Administrative Order on Consent,9/30/1999,,26321.46,1000000,Sherwin Williams Co.,PRP Remedial Investigation/Feasibility Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0203909,-8344323.460272633,4842154.734687823
137,United States Avenue Burn,"United States Avenue, Gibbsboro, NJ, 08026",Final,Waste Management,Industrial waste facility (non-generator),Administrative Order on Consent,9/30/1999,,22456.47,1000000,Sherwin Williams Co.,PRP Remedial Investigation/Feasibility Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0204003,-8344941.951363475,4841873.062127701
138,"Chemsol, Inc.","Fleming St, Piscataway, NJ, 08854",Final,Manufacturing/Processing/Maintenance,Chemicals and allied products,Consent Decree,1/26/2000,,3974075.91,19000000,"Ashland, Inc.<br>BASF Corp.<br>Becton, Dickinson & Co.<br>Ciba-Geigy Corporation<br>Con-Lux Coatings, Inc.<br>Elf-Atochem North America, Inc.<br>Fisher Price, Inc.<br>Henkel Corp.<br>Indopco, Inc.<br>International Flavors & Fragrances, Inc.<br>Johnson & Johnson<br>Kimberly-Clark Corp.<br>Mattel, Inc.<br>Mayco Oil & Chemical<br>Morton International, Inc.<br>Novartis Corp.<br>Olin Corp.<br>PPG Industries, Inc.<br>Reichhold, Inc.<br>Sequa Corp.<br>The Dow Chemical Co.<br>USX Corp.<br>W.R. Grace & Co.","PRP Remedial Design, PRP Remedial Design, PRP Remedial Action, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200607,-8286994.590431041,4948023.118382751
139,Hertel Landfill,"Rte 44/55 Bedell Ave & Tuckers, Plattekill, NY, 12528",Final,Waste Management,Co-disposal landfill (municipal and industrial),Consent Decree,2/7/2000,,453500,4700000,"Alfa<br>Laval<br>City of Poughkeepsie<br>Ford Motor Company<br>Frye Copysystems, Inc.<br>Golden Books Publishing Co. Inc.<br>HVES, Inc.<br>IBM Corp<br>Kem Plastic Playing Cards<br>Poughkeepsie Newspaper Division of Gannett Satell",Operations & Maintenance,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202267,-8241971.422379702,5114366.423014317
140,Hooker Chemical & Plastics Corp./Ruco Polymer Corp.,"New South Road, Hicksville, NY, 11801",Final,Manufacturing/Processing/Maintenance,Plastics and rubber products,Unilateral Administrative Order,4/26/2001,,,3800000,Occidental Chemical Corporation<br>Ruco Polymer Corporation,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201477,-8182446.664262718,4976638.501860104
141,"Chemsol, Inc.","Fleming St, Piscataway, NJ, 08854",Final,Manufacturing/Processing/Maintenance,Chemicals and allied products,Administrative Order on Consent,6/7/2001,,,2000000,"Benjamin Moore & Company<br>Borden Chemical Co.<br>CNA Holdings Inc.<br>Colgate-Palmolive Company<br>Curtis Wright Corporation<br>Cytec Industries DBA American Cyanamid Company<br>E. I. du Pont de Nemours and Company<br>Exxon Corporation<br>General Electric Company<br>General Motors Corporation<br>Gulton Industries, Inc.<br>Hercules Inc.<br>Hoffman Laroche Corp<br>IBM Corp<br>Lucent Technologies Inc.<br>Merck & Company<br>Pratt & Whitney Aircraft<br>Rohm & Haas Co.<br>Schering Corp.<br>Shell Oil Co.<br>Solutia Inc.<br>Texaco, Inc.<br>Union Carbide Corp.<br>Wyeth-Ayerst Laboratories",PRP Remedial Investigation/Feasibility Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200607,-8286994.590431041,4948023.118382751
142,Forest Glen Mobile Home Subdivision,"Lisa Lane, Carrie Drive and T. Mark Drv., Niagara Falls, NY, 14301",Final,Waste Management,Industrial waste landfill,Consent Decree,6/7/2001,,8641974,16000000,"Niagara Falls USA Campsites, Inc.<br>The Goodtear Tire and Rubber Company","PRP Remedial Design, PRP Remedial Design, PRP Remedial Action, PRP Remedial Action, PRP Long Term Response Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202361,-8794184.11292321,5329141.698861222
143,"Tri-Cities Barrel Co., Inc.","Adj. to Route 7, Port Crane, NY, 13833",Final,Recycling,Drums/tanks,Consent Decree,8/8/2001,,,20400000,"Agway Energy Products, LLC<br>Agway Petroleum Corporation<br>Amphenol Corporation<br>Ashland Chemical Company<br>Atofina Chemicals, Inc.<br>Azon Corporation<br>Azon Corporation<br>BASF Corporation<br>BMC Industries, Inc.<br>Borden Chemical Co.<br>Bristol- Meyers Squibb Co.<br>Bronstein Container Co Inc.<br>Carrier Corporation<br>Champion International Corp<br>Chemcoat, Inc.<br>Cooper Industries. LLC<br>Crash's Auto Parts and Sales Incorporated<br>Daimler Chrysler Corp<br>Drake Oil Company, Inc.<br>EJ Footwear Corp<br>Emerson Power Transmission Corp<br>Inmont Corp.<br>Jones Chemical Inc.<br>Kaplan Container Corp.<br>Masonite Corp.<br>Newton Falls Paper Mill, Inc.<br>Potter Paint Co.<br>PPG Industries Inc.<br>Rome Cable Corporation<br>Tri-Cities Barrel Co.<br>Wainwright Oil Co.","PRP Remedial Design, PRP Remedial Design, PRP Remedial Action, PRP Remedial Action, PRP Long Term Response Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201830,-8439346.44553071,5184684.048081867
144,Ciba-Geigy Corp.,"Rte #37, Toms River, NJ, 08753",Final,Manufacturing/Processing/Maintenance,Chemicals and allied products,Consent Decree,3/21/2002,,1019411,91420000,BASF Corp.<br>Ciba-Geigy Corporation<br>Novartis Corporation,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200078,-8263947.114376692,4864009.747934317
